"InvoiceId","CustomerId","SellerId","ExpeditionId","InvoiceDate","InvoiceStatus"
"519514","14156",3,3,"2010-08-18 09:19:00","Paid"
"519515","13183",1,1,"2010-08-18 09:30:00","Paid"
"519516","13324",3,5,"2010-08-18 09:32:00","Paid"
"519517","14944",2,5,"2010-08-18 09:45:00","Paid"
"519518","15416",3,5,"2010-08-18 09:47:00","Paid"
"519519","15416",1,1,"2010-08-18 09:48:00","Paid"
"519520","15061",2,3,"2010-08-18 10:03:00","Paid"
"519529","13320",2,1,"2010-08-18 10:29:00","Paid"
"519533","15268",1,3,"2010-08-18 10:32:00","Paid"
"519539","15268",2,3,"2010-08-18 10:33:00","Paid"
"519550","14911",2,3,"2010-08-18 10:37:00","Paid"
"519557","15421",2,1,"2010-08-18 10:42:00","Paid"
"519558","14057",1,5,"2010-08-18 11:16:00","Paid"
"519559","17627",3,2,"2010-08-18 11:27:00","Paid"
"519560","Guest",1,4,"2010-08-18 11:34:00","Paid"
"519564","15310",2,5,"2010-08-18 11:38:00","Paid"
"519568","17262",2,5,"2010-08-18 12:13:00","Paid"
"519569","16891",2,3,"2010-08-18 12:34:00","Paid"
"519570","13593",1,5,"2010-08-18 12:34:00","Paid"
"519571","18172",3,5,"2010-08-18 12:36:00","Paid"
"519572","18172",2,5,"2010-08-18 12:38:00","Paid"
"519573","18065",3,5,"2010-08-18 12:39:00","Paid"
"519574","18065",3,5,"2010-08-18 12:40:00","Paid"
"519575","18215",2,2,"2010-08-18 12:42:00","Paid"
"519576","13381",1,2,"2010-08-18 12:47:00","Paid"
"519577","14037",1,4,"2010-08-18 12:52:00","Paid"
"519578","17792",2,1,"2010-08-18 13:08:00","Paid"
"519580","16675",1,3,"2010-08-18 13:11:00","Paid"
"519582","16638",2,1,"2010-08-18 13:33:00","Paid"
"519583","16638",3,3,"2010-08-18 13:35:00","Paid"
"519584","13719",2,3,"2010-08-18 13:51:00","Paid"
"519585","18241",2,2,"2010-08-18 13:56:00","Paid"
"519586","15764",1,3,"2010-08-18 13:58:00","Paid"
"519587","13082",1,2,"2010-08-18 14:05:00","Paid"
"519589","15885",1,5,"2010-08-18 14:23:00","Paid"
"519590","14680",1,3,"2010-08-18 14:23:00","Paid"
"519591","15972",2,5,"2010-08-18 14:32:00","Paid"
"519592","12474",3,4,"2010-08-18 14:37:00","Paid"
"519593","12474",3,4,"2010-08-18 14:43:00","Paid"
"519594","16769",2,3,"2010-08-18 14:43:00","Paid"
"519595","17492",1,2,"2010-08-18 15:10:00","Paid"
"519596","13668",2,2,"2010-08-18 15:19:00","Paid"
"519597","Guest",2,4,"2010-08-18 15:24:00","Paid"
"519598","Guest",3,5,"2010-08-18 15:26:00","Paid"
"519599","17075",2,1,"2010-08-18 15:35:00","Paid"
"519600","15353",1,3,"2010-08-18 15:47:00","Paid"
"519601","17873",3,5,"2010-08-18 15:58:00","Paid"
"519602","18226",2,1,"2010-08-18 16:00:00","Paid"
"519604","15144",2,5,"2010-08-18 16:05:00","Paid"
"519605","15144",1,2,"2010-08-18 16:07:00","Paid"
"519606","16180",1,1,"2010-08-18 16:18:00","Paid"
"519607","14505",3,1,"2010-08-18 16:21:00","Paid"
"519608","Guest",1,5,"2010-08-18 16:25:00","Paid"
"519609","17585",1,5,"2010-08-18 16:39:00","Paid"
"519610","15494",2,5,"2010-08-18 16:54:00","Paid"
"519611","16984",2,2,"2010-08-18 17:30:00","Paid"
"519612","15154",2,3,"2010-08-18 17:41:00","Paid"
"519613","15154",1,5,"2010-08-18 17:43:00","Paid"
"519614","14911",2,3,"2010-08-19 08:47:00","Paid"
"519615","16843",3,2,"2010-08-19 09:05:00","Paid"
"519616","13892",1,5,"2010-08-19 09:07:00","Paid"
"519617","14540",2,4,"2010-08-19 09:10:00","Paid"
"519618","14852",2,1,"2010-08-19 09:16:00","Paid"
"519619","Guest",1,5,"2010-08-19 09:22:00","Paid"
"519620","14952",2,3,"2010-08-19 09:30:00","Paid"
"519621","14852",1,5,"2010-08-19 09:41:00","Paid"
"519622","12949",3,2,"2010-08-19 09:43:00","Paid"
"519627","14198",3,4,"2010-08-19 10:07:00","Paid"
"519640","16684",3,2,"2010-08-19 10:11:00","Paid"
"519647","15247",3,1,"2010-08-19 10:13:00","Paid"
"519656","12647",1,2,"2010-08-19 10:58:00","Paid"
"519657","14110",2,2,"2010-08-19 11:18:00","Paid"
"519658","16225",2,3,"2010-08-19 11:32:00","Paid"
"519659","13427",3,4,"2010-08-19 11:45:00","Paid"
"519660","17159",1,1,"2010-08-19 11:48:00","Paid"
"519663","Guest",2,2,"2010-08-19 12:12:00","Paid"
"519664","Guest",2,5,"2010-08-19 12:12:00","Paid"
"519665","Guest",3,1,"2010-08-19 12:14:00","Paid"
"519666","12976",3,5,"2010-08-19 12:16:00","Paid"
"519667","Guest",3,3,"2010-08-19 12:17:00","Paid"
"519668","Guest",1,1,"2010-08-19 12:17:00","Paid"
"519669","12976",2,1,"2010-08-19 12:18:00","Paid"
"519670","Guest",2,1,"2010-08-19 12:18:00","Paid"
"519671","Guest",3,5,"2010-08-19 12:18:00","Paid"
"519672","Guest",2,1,"2010-08-19 12:21:00","Paid"
"519673","17666",3,3,"2010-08-19 12:23:00","Paid"
"519674","14533",1,3,"2010-08-19 12:23:00","Paid"
"519676","17745",1,3,"2010-08-19 12:30:00","Paid"
"519678","17676",2,4,"2010-08-19 12:35:00","Paid"
"519680","15506",1,3,"2010-08-19 12:38:00","Paid"
"519681","17961",2,1,"2010-08-19 12:46:00","Paid"
"519682","16529",3,5,"2010-08-19 12:48:00","Paid"
"519684","17599",1,1,"2010-08-19 12:50:00","Paid"
"519686","18283",1,4,"2010-08-19 13:04:00","Paid"
"519687","14112",3,3,"2010-08-19 13:04:00","Paid"
"519688","17068",2,3,"2010-08-19 13:06:00","Paid"
"519689","14283",2,3,"2010-08-19 13:06:00","Paid"
"519690","14112",2,3,"2010-08-19 13:06:00","Paid"
"519691","17841",1,5,"2010-08-19 13:32:00","Paid"
"519692","17222",1,3,"2010-08-19 13:48:00","Paid"
"519693","14667",1,2,"2010-08-19 14:07:00","Paid"
"519694","13089",2,4,"2010-08-19 14:11:00","Paid"
"519695","13089",3,5,"2010-08-19 14:12:00","Paid"
"519696","13089",1,4,"2010-08-19 14:13:00","Paid"
"519697","13089",1,2,"2010-08-19 14:15:00","Paid"
"519698","14911",1,5,"2010-08-19 14:22:00","Paid"
"519699","14911",2,5,"2010-08-19 14:24:00","Paid"
"519700","14722",2,1,"2010-08-19 14:34:00","Paid"
"519706","15903",1,4,"2010-08-19 14:44:00","Paid"
"519707","16286",2,2,"2010-08-19 14:48:00","Paid"
"519708","12870",2,3,"2010-08-19 14:49:00","Paid"
"519709","16684",3,1,"2010-08-19 14:49:00","Paid"
"519710","16684",1,5,"2010-08-19 14:52:00","Paid"
"519711","12851",2,5,"2010-08-19 15:13:00","Paid"
"519712","16919",2,2,"2010-08-19 15:28:00","Paid"
"519713","14156",1,2,"2010-08-19 15:36:00","Paid"
"519714","17829",1,5,"2010-08-19 15:45:00","Paid"
"519715","13971",3,4,"2010-08-19 16:05:00","Paid"
"519716","13360",3,1,"2010-08-19 16:15:00","Paid"
"519717","13089",1,2,"2010-08-19 16:16:00","Paid"
"519718","13479",2,3,"2010-08-19 16:18:00","Paid"
"519719","Guest",1,1,"2010-08-19 16:24:00","Paid"
"519720","17961",1,1,"2010-08-19 16:25:00","Paid"
"519721","14606",3,5,"2010-08-19 16:28:00","Paid"
"519722","12435",3,3,"2010-08-19 16:53:00","Paid"
"519723","13842",2,4,"2010-08-19 17:04:00","Paid"
"519724","17049",2,1,"2010-08-19 17:06:00","Paid"
"519725","18191",2,2,"2010-08-19 17:42:00","Paid"
"519726","16299",3,5,"2010-08-19 17:46:00","Paid"
"519727","14064",1,2,"2010-08-19 18:07:00","Paid"
"519728","16743",3,1,"2010-08-19 18:13:00","Paid"
"519729","16032",1,4,"2010-08-19 19:03:00","Paid"
"519730","16549",2,3,"2010-08-19 19:39:00","Paid"
"519731","13542",3,4,"2010-08-19 19:50:00","Paid"
"519732","17884",2,2,"2010-08-19 20:00:00","Paid"
"519733","12519",1,1,"2010-08-20 08:21:00","Paid"
"519734","12826",1,1,"2010-08-20 09:01:00","Paid"
"519735","12433",1,3,"2010-08-20 09:23:00","Paid"
"519738","Guest",1,4,"2010-08-20 09:28:00","Paid"
"519739","17699",1,4,"2010-08-20 09:39:00","Paid"
"519740","13965",1,1,"2010-08-20 10:40:00","Paid"
"519741","14156",1,4,"2010-08-20 10:44:00","Paid"
"519759","16503",2,2,"2010-08-20 10:57:00","Paid"
"519765","17853",2,5,"2010-08-20 11:14:00","Paid"
"519766","16890",3,5,"2010-08-20 11:23:00","Paid"
"519783","16562",1,2,"2010-08-20 11:45:00","Paid"
"519784","17739",2,1,"2010-08-20 11:55:00","Paid"
"519785","18286",1,1,"2010-08-20 11:57:00","Paid"
"519786","13117",2,1,"2010-08-20 12:00:00","Paid"
"519787","16294",3,2,"2010-08-20 12:01:00","Paid"
"519788","16525",3,2,"2010-08-20 12:02:00","Paid"
"519789","13327",2,5,"2010-08-20 12:02:00","Paid"
"519790","14739",1,1,"2010-08-20 12:17:00","Paid"
"519791","13649",2,1,"2010-08-20 12:18:00","Paid"
"519792","12865",2,4,"2010-08-20 12:20:00","Paid"
"519793","18251",3,5,"2010-08-20 12:26:00","Paid"
"519794","16700",2,2,"2010-08-20 12:27:00","Paid"
"519800","18251",2,2,"2010-08-20 12:28:00","Paid"
"519804","16332",2,3,"2010-08-20 12:31:00","Paid"
"519805","15124",1,1,"2010-08-20 12:31:00","Paid"
"519806","18041",3,5,"2010-08-20 12:45:00","Paid"
"519808","16422",2,3,"2010-08-20 12:50:00","Paid"
"519810","14646",1,1,"2010-08-20 12:53:00","Paid"
"519811","13520",2,4,"2010-08-20 12:53:00","Paid"
"519812","14566",3,4,"2010-08-20 12:55:00","Paid"
"519813","13089",3,4,"2010-08-20 12:59:00","Paid"
"519814","14911",3,3,"2010-08-20 13:08:00","Paid"
"519815","14020",2,2,"2010-08-20 13:09:00","Paid"
"519816","15322",1,4,"2010-08-20 13:10:00","Paid"
"519817","14243",3,2,"2010-08-20 13:41:00","Paid"
"519818","16029",3,5,"2010-08-20 13:45:00","Paid"
"519819","18106",1,4,"2010-08-20 13:59:00","Paid"
"519820","15856",2,4,"2010-08-20 14:07:00","Paid"
"519821","15248",3,1,"2010-08-20 14:13:00","Paid"
"519822","18106",3,5,"2010-08-20 14:14:00","Paid"
"519823","16396",2,3,"2010-08-20 14:17:00","Paid"
"519824","16234",1,5,"2010-08-20 14:33:00","Paid"
"519825","16466",1,1,"2010-08-20 14:43:00","Paid"
"519826","17526",1,3,"2010-08-20 14:47:00","Paid"
"519827","15702",3,4,"2010-08-20 14:50:00","Paid"
"519828","16365",2,2,"2010-08-20 14:53:00","Paid"
"519829","14911",3,5,"2010-08-20 14:53:00","Paid"
"519830","14911",1,4,"2010-08-20 14:54:00","Paid"
"519831","13911",2,3,"2010-08-20 15:03:00","Paid"
"519832","16401",1,1,"2010-08-20 15:14:00","Paid"
"519833","17675",3,4,"2010-08-20 15:19:00","Paid"
"519834","17675",3,5,"2010-08-20 15:20:00","Paid"
"519836","16401",1,5,"2010-08-20 15:21:00","Paid"
"519864","16401",2,2,"2010-08-20 15:32:00","Paid"
"519865","15768",2,5,"2010-08-20 15:58:00","Paid"
"519867","17757",2,5,"2010-08-20 16:05:00","Paid"
"519868","Guest",2,1,"2010-08-20 16:21:00","Paid"
"519870","Guest",2,3,"2010-08-20 16:48:00","Paid"
"519871","15855",3,2,"2010-08-20 17:15:00","Paid"
"519875","17243",2,3,"2010-08-22 10:21:00","Paid"
"519876","13004",1,3,"2010-08-22 10:27:00","Paid"
"519877","14016",1,4,"2010-08-22 10:33:00","Paid"
"519878","13767",2,4,"2010-08-22 10:40:00","Paid"
"519879","14078",3,4,"2010-08-22 10:57:00","Paid"
"519880","15055",2,5,"2010-08-22 11:06:00","Paid"
"519881","16275",2,2,"2010-08-22 11:28:00","Paid"
"519882","16725",1,4,"2010-08-22 11:45:00","Paid"
"519883","16004",3,2,"2010-08-22 11:47:00","Paid"
"519884","16004",3,4,"2010-08-22 11:48:00","Paid"
"519885","17471",3,2,"2010-08-22 11:53:00","Paid"
"519886","17639",3,2,"2010-08-22 11:57:00","Paid"
"519887","18260",3,1,"2010-08-22 12:03:00","Paid"
"519888","16814",2,2,"2010-08-22 12:12:00","Paid"
"519889","14878",2,4,"2010-08-22 12:34:00","Paid"
"519890","15443",1,5,"2010-08-22 12:45:00","Paid"
"519891","14869",2,5,"2010-08-22 12:52:00","Paid"
"519892","15311",1,4,"2010-08-22 12:55:00","Paid"
"519894","12877",2,1,"2010-08-22 13:07:00","Paid"
"519895","15394",2,3,"2010-08-22 13:08:00","Paid"
"519896","13317",2,2,"2010-08-22 13:09:00","Paid"
"519897","13317",3,4,"2010-08-22 13:09:00","Paid"
"519898","17578",1,1,"2010-08-22 13:10:00","Paid"
"519899","12450",1,2,"2010-08-22 13:11:00","Paid"
"519900","13693",1,3,"2010-08-22 13:12:00","Paid"
"519901","17664",1,2,"2010-08-22 13:14:00","Paid"
"519902","13225",3,2,"2010-08-22 13:22:00","Paid"
"519903","15311",3,5,"2010-08-22 13:26:00","Paid"
"519904","16126",1,4,"2010-08-22 13:28:00","Paid"
"519905","14855",1,2,"2010-08-22 13:36:00","Paid"
"519906","14855",1,3,"2010-08-22 13:37:00","Paid"
"519907","15059",1,5,"2010-08-22 13:40:00","Paid"
"519908","15665",1,3,"2010-08-22 13:41:00","Paid"
"519909","16456",3,2,"2010-08-22 13:45:00","Paid"
"519910","13157",1,3,"2010-08-22 13:46:00","Paid"
"519911","13157",1,3,"2010-08-22 13:47:00","Paid"
"519912","17689",2,5,"2010-08-22 13:54:00","Paid"
"519913","17133",3,5,"2010-08-22 13:58:00","Paid"
"519914","12471",2,2,"2010-08-22 13:59:00","Paid"
"519915","12471",2,2,"2010-08-22 14:00:00","Paid"
"519916","14221",1,5,"2010-08-22 14:01:00","Paid"
"519917","15555",1,2,"2010-08-22 14:31:00","Paid"
"519918","17597",2,4,"2010-08-22 14:35:00","Paid"
"519919","14767",1,3,"2010-08-22 14:54:00","Paid"
"519920","17389",3,4,"2010-08-22 14:54:00","Paid"
"519921","17389",1,3,"2010-08-22 14:55:00","Paid"
"519922","14560",1,4,"2010-08-22 14:56:00","Paid"
"519923","14560",2,2,"2010-08-22 14:56:00","Paid"
"519924","15661",2,2,"2010-08-22 14:57:00","Paid"
"519925","15186",3,1,"2010-08-22 15:00:00","Paid"
"519926","16085",3,5,"2010-08-22 15:06:00","Paid"
"519927","17095",3,1,"2010-08-22 15:12:00","Paid"
"519928","16182",2,3,"2010-08-22 15:20:00","Paid"
"519929","17589",1,4,"2010-08-22 15:39:00","Paid"
"519930","12866",2,2,"2010-08-22 15:48:00","Paid"
"519931","15547",2,1,"2010-08-22 15:57:00","Paid"
"519932","17231",2,4,"2010-08-22 16:05:00","Paid"
"519933","16409",2,2,"2010-08-22 16:07:00","Paid"
"519934","16770",2,3,"2010-08-22 16:08:00","Paid"
"519935","17231",1,1,"2010-08-22 16:19:00","Paid"
"519936","17508",2,1,"2010-08-23 08:08:00","Paid"
"519937","18097",2,4,"2010-08-23 08:44:00","Paid"
"519938","15260",1,4,"2010-08-23 09:23:00","Paid"
"519939","14565",1,3,"2010-08-23 09:48:00","Paid"
"519941","16332",3,5,"2010-08-23 09:57:00","Paid"
"519943","13993",2,4,"2010-08-23 10:12:00","Paid"
"519944","16168",2,5,"2010-08-23 10:24:00","Paid"
"519945","16168",1,1,"2010-08-23 10:25:00","Paid"
"519946","14156",3,1,"2010-08-23 10:38:00","Paid"
"519947","14156",2,5,"2010-08-23 10:41:00","Paid"
"519948","14156",3,1,"2010-08-23 10:43:00","Paid"
"519971","17865",3,4,"2010-08-23 11:17:00","Paid"
"519978","17865",2,1,"2010-08-23 11:22:00","Paid"
"519993","14249",3,3,"2010-08-23 11:30:00","Paid"
"519994","14249",2,4,"2010-08-23 11:31:00","Paid"
"520004","15245",3,3,"2010-08-23 11:43:00","Paid"
"520018","18140",2,1,"2010-08-23 11:58:00","Paid"
"520019","15683",2,5,"2010-08-23 12:01:00","Paid"
"520020","14187",3,1,"2010-08-23 12:06:00","Paid"
"520021","12678",1,4,"2010-08-23 12:12:00","Paid"
"520022","Guest",3,3,"2010-08-23 12:21:00","Paid"
"520023","13999",3,5,"2010-08-23 12:27:00","Paid"
"520024","Guest",1,4,"2010-08-23 12:32:00","Paid"
"520027","14321",1,5,"2010-08-23 12:56:00","Paid"
"520037","14527",1,2,"2010-08-23 13:31:00","Paid"
"520039","18223",3,1,"2010-08-23 13:49:00","Paid"
"520040","16172",2,5,"2010-08-23 13:53:00","Paid"
"520041","13081",3,5,"2010-08-23 14:12:00","Paid"
"520042","14735",3,1,"2010-08-23 14:14:00","Paid"
"520043","14606",1,2,"2010-08-23 14:24:00","Paid"
"520044","16170",2,3,"2010-08-23 14:35:00","Paid"
"520046","15005",3,4,"2010-08-23 14:38:00","Paid"
"520047","15325",2,4,"2010-08-23 14:41:00","Paid"
"520050","13611",2,5,"2010-08-23 14:52:00","Paid"
"520052","12997",2,4,"2010-08-23 14:58:00","Paid"
"520054","16208",3,2,"2010-08-23 14:59:00","Paid"
"520055","18225",2,2,"2010-08-23 15:03:00","Paid"
"520056","18225",1,4,"2010-08-23 15:04:00","Paid"
"520058","13408",2,3,"2010-08-23 15:27:00","Paid"
"520059","15003",1,3,"2010-08-23 15:44:00","Paid"
"520061","Guest",1,2,"2010-08-23 15:57:00","Paid"
"520062","14395",2,2,"2010-08-23 16:01:00","Paid"
"520063","13798",2,5,"2010-08-23 16:02:00","Paid"
"520064","13464",1,4,"2010-08-23 16:11:00","Paid"
"520065","13464",3,1,"2010-08-23 16:12:00","Paid"
"520066","15043",2,5,"2010-08-23 16:19:00","Paid"
"520069","13078",1,4,"2010-08-23 16:37:00","Paid"
"520071","14298",2,1,"2010-08-24 08:21:00","Paid"
"520072","14298",1,3,"2010-08-24 08:24:00","Paid"
"520073","13870",2,1,"2010-08-24 09:12:00","Paid"
"520074","16713",2,3,"2010-08-24 09:28:00","Paid"
"520075","15194",1,1,"2010-08-24 09:31:00","Paid"
"520076","12472",3,2,"2010-08-24 09:44:00","Paid"
"520077","17553",1,3,"2010-08-24 09:49:00","Paid"
"520078","13452",3,1,"2010-08-24 09:53:00","Paid"
"520079","13848",1,4,"2010-08-24 09:55:00","Paid"
"520080","13123",2,1,"2010-08-24 10:18:00","Paid"
"520081","15222",2,4,"2010-08-24 10:39:00","Paid"
"520082","17511",2,5,"2010-08-24 10:41:00","Paid"
"520084","12915",2,2,"2010-08-24 10:45:00","Paid"
"520085","13418",3,4,"2010-08-24 10:48:00","Paid"
"520091","15628",2,2,"2010-08-24 11:21:00","Paid"
"520092","13767",3,1,"2010-08-24 11:37:00","Paid"
"520093","13415",1,1,"2010-08-24 11:38:00","Paid"
"520098","16133",1,4,"2010-08-24 11:41:00","Paid"
"520121","16314",3,2,"2010-08-24 11:52:00","Paid"
"520132","17160",3,2,"2010-08-24 11:57:00","Paid"
"520142","15452",1,3,"2010-08-24 12:03:00","Paid"
"520165","13027",3,1,"2010-08-24 12:44:00","Paid"
"520166","17774",3,2,"2010-08-24 12:55:00","Paid"
"520168","16422",2,1,"2010-08-24 13:01:00","Paid"
"520169","17649",3,1,"2010-08-24 13:01:00","Paid"
"520170","14342",1,2,"2010-08-24 13:03:00","Paid"
"520171","12931",2,2,"2010-08-24 13:16:00","Paid"
"520172","14399",3,4,"2010-08-24 13:18:00","Paid"
"520173","12931",3,3,"2010-08-24 13:20:00","Paid"
"520174","18109",2,1,"2010-08-24 13:24:00","Paid"
"520175","17873",1,4,"2010-08-24 13:24:00","Paid"
"520176","15615",2,2,"2010-08-24 13:28:00","Paid"
"520178","15625",1,3,"2010-08-24 13:46:00","Paid"
"520179","16550",2,5,"2010-08-24 13:46:00","Paid"
"520181","12765",3,1,"2010-08-24 13:51:00","Paid"
"520182","16422",3,2,"2010-08-24 13:59:00","Paid"
"520183","16422",3,3,"2010-08-24 14:01:00","Paid"
"520184","16422",2,4,"2010-08-24 14:02:00","Paid"
"520185","16153",2,2,"2010-08-24 14:19:00","Paid"
"520186","13567",2,1,"2010-08-24 14:20:00","Paid"
"520187","17388",2,2,"2010-08-24 14:23:00","Paid"
"520188","13567",3,3,"2010-08-24 14:26:00","Paid"
"520189","14911",3,3,"2010-08-24 14:29:00","Paid"
"520190","15680",3,2,"2010-08-24 14:31:00","Paid"
"520191","17742",1,5,"2010-08-24 14:45:00","Paid"
"520192","14766",2,5,"2010-08-24 14:46:00","Paid"
"520193","Guest",3,2,"2010-08-24 14:47:00","Paid"
"520194","13361",1,3,"2010-08-24 14:56:00","Paid"
"520195","17961",1,1,"2010-08-24 14:57:00","Paid"
"520196","16161",1,5,"2010-08-24 14:59:00","Paid"
"520197","13576",1,4,"2010-08-24 15:14:00","Paid"
"520198","17706",1,1,"2010-08-24 15:15:00","Paid"
"520200","17336",3,2,"2010-08-24 15:37:00","Paid"
"520203","12720",3,4,"2010-08-24 16:02:00","Paid"
"520204","16985",2,2,"2010-08-24 16:08:00","Paid"
"520206","16985",1,5,"2010-08-24 16:12:00","Paid"
"520207","15666",2,2,"2010-08-24 16:14:00","Paid"
"520210","17292",1,4,"2010-08-24 17:14:00","Paid"
"520211","18124",2,3,"2010-08-24 17:21:00","Paid"
"520212","16033",1,3,"2010-08-24 17:21:00","Paid"
"520213","17602",1,5,"2010-08-24 17:31:00","Paid"
"520214","14895",3,1,"2010-08-25 07:46:00","Paid"
"520215","18071",1,5,"2010-08-25 09:33:00","Paid"
"520216","18071",1,2,"2010-08-25 09:34:00","Paid"
"520217","13162",2,3,"2010-08-25 09:37:00","Paid"
"520218","17720",3,4,"2010-08-25 09:39:00","Paid"
"520220","12621",2,5,"2010-08-25 09:44:00","Paid"
"520221","16456",2,5,"2010-08-25 09:44:00","Paid"
"520222","17416",1,5,"2010-08-25 09:56:00","Paid"
"520223","17416",3,2,"2010-08-25 09:57:00","Paid"
"520225","13799",1,5,"2010-08-25 10:08:00","Paid"
"520226","14344",3,4,"2010-08-25 10:16:00","Paid"
"520228","15093",2,4,"2010-08-25 10:22:00","Paid"
"520229","Guest",2,3,"2010-08-25 10:23:00","Paid"
"520230","14401",2,5,"2010-08-25 10:25:00","Paid"
"520231","15953",3,5,"2010-08-25 10:41:00","Paid"
"520246","12721",2,1,"2010-08-25 11:07:00","Paid"
"520291","13654",3,4,"2010-08-25 11:34:00","Paid"
"520312","17044",3,4,"2010-08-25 11:40:00","Paid"
"520316","12971",3,1,"2010-08-25 11:41:00","Paid"
"520317","14229",1,4,"2010-08-25 11:47:00","Paid"
"520318","17604",3,3,"2010-08-25 11:52:00","Paid"
"520319","16175",2,3,"2010-08-25 11:58:00","Paid"
"520320","16701",2,1,"2010-08-25 12:12:00","Paid"
"520322","13648",2,4,"2010-08-25 12:16:00","Paid"
"520323","13648",2,3,"2010-08-25 12:18:00","Paid"
"520324","14334",3,3,"2010-08-25 12:18:00","Paid"
"520327","15570",3,2,"2010-08-25 12:20:00","Paid"
"520334","16200",3,5,"2010-08-25 12:31:00","Paid"
"520336","16019",3,5,"2010-08-25 12:39:00","Paid"
"520337","15950",1,1,"2010-08-25 12:42:00","Paid"
"520339","16779",2,2,"2010-08-25 12:43:00","Paid"
"520340","15039",3,2,"2010-08-25 12:55:00","Paid"
"520342","13090",2,5,"2010-08-25 13:02:00","Paid"
"520343","17949",3,5,"2010-08-25 13:03:00","Paid"
"520344","13680",3,5,"2010-08-25 13:05:00","Paid"
"520345","16199",2,3,"2010-08-25 13:05:00","Paid"
"520346","14408",2,2,"2010-08-25 13:08:00","Paid"
"520347","17146",1,3,"2010-08-25 13:10:00","Paid"
"520349","12682",1,3,"2010-08-25 13:22:00","Paid"
"520350","16570",2,5,"2010-08-25 13:27:00","Paid"
"520351","12720",3,3,"2010-08-25 13:28:00","Paid"
"520352","17243",2,2,"2010-08-25 13:29:00","Paid"
"520353","17746",3,4,"2010-08-25 13:29:00","Paid"
"520354","17746",1,1,"2010-08-25 13:31:00","Paid"
"520356","17961",2,2,"2010-08-25 13:33:00","Paid"
"520357","16654",1,3,"2010-08-25 13:34:00","Paid"
"520359","16103",1,5,"2010-08-25 13:36:00","Paid"
"520361","13548",3,3,"2010-08-25 13:44:00","Paid"
"520362","17841",2,2,"2010-08-25 13:46:00","Paid"
"520363","Guest",3,4,"2010-08-25 14:04:00","Paid"
"520364","18077",3,1,"2010-08-25 14:18:00","Paid"
"520365","Guest",1,4,"2010-08-25 14:19:00","Paid"
"520366","Guest",1,5,"2010-08-25 14:20:00","Paid"
"520367","12599",2,4,"2010-08-25 14:34:00","Paid"
"520370","12875",1,5,"2010-08-25 14:35:00","Paid"
"520372","13534",1,4,"2010-08-25 14:35:00","Paid"
"520376","14787",3,2,"2010-08-25 14:38:00","Paid"
"520377","14755",2,2,"2010-08-25 14:45:00","Paid"
"520378","14755",1,1,"2010-08-25 14:46:00","Paid"
"520379","Guest",3,3,"2010-08-25 14:52:00","Paid"
"520380","16950",3,1,"2010-08-25 14:53:00","Paid"
"520381","14260",3,5,"2010-08-25 14:53:00","Paid"
"520382","14260",1,5,"2010-08-25 14:55:00","Paid"
"520383","18144",1,2,"2010-08-25 14:55:00","Paid"
"520384","17470",1,2,"2010-08-25 14:58:00","Paid"
"520387","13777",3,4,"2010-08-25 15:15:00","Paid"
"520388","15812",3,3,"2010-08-25 15:24:00","Paid"
"520390","18196",1,1,"2010-08-25 15:31:00","Paid"
"520392","16456",2,2,"2010-08-25 15:40:00","Paid"
"520395","Guest",1,1,"2010-08-25 15:56:00","Paid"
"520396","17963",3,2,"2010-08-25 15:58:00","Paid"
"520397","Guest",1,2,"2010-08-25 16:10:00","Paid"
"520398","13713",2,3,"2010-08-25 16:11:00","Paid"
"520400","Guest",1,3,"2010-08-25 16:18:00","Paid"
"520401","16448",1,1,"2010-08-25 16:58:00","Paid"
"520404","14258",2,5,"2010-08-25 17:06:00","Paid"
"520405","17338",1,3,"2010-08-25 17:27:00","Paid"
"520406","16652",3,4,"2010-08-26 09:23:00","Paid"
"520407","14215",2,1,"2010-08-26 09:31:00","Paid"
"520408","Guest",2,2,"2010-08-26 09:32:00","Paid"
"520409","Guest",2,3,"2010-08-26 09:32:00","Paid"
"520410","16271",3,4,"2010-08-26 09:34:00","Paid"
"520411","Guest",2,4,"2010-08-26 09:36:00","Paid"
"520412","Guest",1,1,"2010-08-26 09:36:00","Paid"
"520414","Guest",2,1,"2010-08-26 09:41:00","Paid"
"520416","13024",1,2,"2010-08-26 09:42:00","Paid"
"520417","Guest",1,1,"2010-08-26 09:42:00","Paid"
"520418","Guest",2,1,"2010-08-26 09:43:00","Paid"
"520419","14210",1,1,"2010-08-26 09:52:00","Paid"
"520420","14210",3,3,"2010-08-26 09:53:00","Paid"
"520421","18061",2,4,"2010-08-26 09:56:00","Paid"
"520423","13648",2,4,"2010-08-26 10:28:00","Paid"
"520424","14026",2,3,"2010-08-26 10:31:00","Paid"
"520425","14236",3,1,"2010-08-26 10:40:00","Paid"
"520426","14268",3,5,"2010-08-26 10:45:00","Paid"
"520427","17005",1,3,"2010-08-26 10:57:00","Paid"
"520428","18093",2,2,"2010-08-26 11:13:00","Paid"
"520484","14930",1,3,"2010-08-26 11:43:00","Paid"
"520485","14866",1,4,"2010-08-26 11:54:00","Paid"
"520493","16652",3,3,"2010-08-26 12:03:00","Paid"
"520494","12621",1,4,"2010-08-26 12:09:00","Paid"
